danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,target
0.758,0.486,11,-7.617,1,0.0424,0.202,0.000896,0.0673,0.513,109.96,audio_features,37f1s7mlrRXKoHmFn53wmY,spotify:track:37f1s7mlrRXKoHmFn53wmY,https://api.spotify.com/v1/tracks/37f1s7mlrRXKoHmFn53wmY,https://api.spotify.com/v1/audio-analysis/37f1s7mlrRXKoHmFn53wmY,364333,1,1
0.446,0.1,3,-18.499,1,0.0661,0.877,0.000489,0.121,0.185,144.588,audio_features,2qE2YYSP4ZHKGvT9aGULoL,spotify:track:2qE2YYSP4ZHKGvT9aGULoL,https://api.spotify.com/v1/tracks/2qE2YYSP4ZHKGvT9aGULoL,https://api.spotify.com/v1/audio-analysis/2qE2YYSP4ZHKGvT9aGULoL,156310,3,1
0.214,0.182,8,-13.538,1,0.0368,0.919,0.00465,0.113,0.104,143.171,audio_features,5JeZZtqY0loM9UHQVIChby,spotify:track:5JeZZtqY0loM9UHQVIChby,https://api.spotify.com/v1/tracks/5JeZZtqY0loM9UHQVIChby,https://api.spotify.com/v1/audio-analysis/5JeZZtqY0loM9UHQVIChby,174867,4,1
0.595,0.47,4,-8.722,1,0.0261,0.368,0.00136,0.0947,0.318,81.008,audio_features,6Tv21RLLA1Dt6OtPNz8QDq,spotify:track:6Tv21RLLA1Dt6OtPNz8QDq,https://api.spotify.com/v1/tracks/6Tv21RLLA1Dt6OtPNz8QDq,https://api.spotify.com/v1/audio-analysis/6Tv21RLLA1Dt6OtPNz8QDq,276827,4,1
0.375,0.63,7,-5.131,1,0.0453,0.0552,0.0,0.107,0.349,115.728,audio_features,3EEr6l5PYelwkrvvKX7N0X,spotify:track:3EEr6l5PYelwkrvvKX7N0X,https://api.spotify.com/v1/tracks/3EEr6l5PYelwkrvvKX7N0X,https://api.spotify.com/v1/audio-analysis/3EEr6l5PYelwkrvvKX7N0X,202200,4,1
0.532,0.719,4,-5.16,1,0.0365,0.119,0.000577,0.373,0.517,110.949,audio_features,1kZpYFQHUKv4xHELaaUSqP,spotify:track:1kZpYFQHUKv4xHELaaUSqP,https://api.spotify.com/v1/tracks/1kZpYFQHUKv4xHELaaUSqP,https://api.spotify.com/v1/audio-analysis/1kZpYFQHUKv4xHELaaUSqP,263754,4,1
0.52,0.37,2,-8.865,1,0.027,0.0169,0.0598,0.123,0.133,150.115,audio_features,3HjyXmT0PyqVFGHR97VnKu,spotify:track:3HjyXmT0PyqVFGHR97VnKu,https://api.spotify.com/v1/tracks/3HjyXmT0PyqVFGHR97VnKu,https://api.spotify.com/v1/audio-analysis/3HjyXmT0PyqVFGHR97VnKu,203093,4,1
0.292,0.521,10,-5.309,1,0.0363,0.166,0.00124,0.0959,0.306,203.727,audio_features,1K2Hql13Y6fcOSy2Y15qNm,spotify:track:1K2Hql13Y6fcOSy2Y15qNm,https://api.spotify.com/v1/tracks/1K2Hql13Y6fcOSy2Y15qNm,https://api.spotify.com/v1/audio-analysis/1K2Hql13Y6fcOSy2Y15qNm,247293,3,1
0.546,0.128,0,-13.162,1,0.0393,0.943,0.0225,0.0987,0.326,119.037,audio_features,2NE61HPxiQyPbNhggQqrzG,spotify:track:2NE61HPxiQyPbNhggQqrzG,https://api.spotify.com/v1/tracks/2NE61HPxiQyPbNhggQqrzG,https://api.spotify.com/v1/audio-analysis/2NE61HPxiQyPbNhggQqrzG,125440,4,1
0.454,0.289,4,-10.206,1,0.0317,0.882,0.000447,0.0974,0.149,109.447,audio_features,512vqW0xDLcWjWD2tc46xd,spotify:track:512vqW0xDLcWjWD2tc46xd,https://api.spotify.com/v1/tracks/512vqW0xDLcWjWD2tc46xd,https://api.spotify.com/v1/audio-analysis/512vqW0xDLcWjWD2tc46xd,260200,3,1
0.446,0.43,5,-6.827,1,0.0282,0.531,0.00218,0.115,0.384,168.834,audio_features,5qbHBepTowbMldhK8RVhTl,spotify:track:5qbHBepTowbMldhK8RVhTl,https://api.spotify.com/v1/tracks/5qbHBepTowbMldhK8RVhTl,https://api.spotify.com/v1/audio-analysis/5qbHBepTowbMldhK8RVhTl,325067,4,1
0.465,0.355,2,-6.988,1,0.0309,0.251,0.000137,0.364,0.176,122.193,audio_features,6R7HXdGChalsGEvAI4iSu0,spotify:track:6R7HXdGChalsGEvAI4iSu0,https://api.spotify.com/v1/tracks/6R7HXdGChalsGEvAI4iSu0,https://api.spotify.com/v1/audio-analysis/6R7HXdGChalsGEvAI4iSu0,307333,4,1
0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,audio_features,3F5CgOj3wFlRv51JsHbxhe,spotify:track:3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/tracks/3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/audio-analysis/3F5CgOj3wFlRv51JsHbxhe,218365,4,1
0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,audio_features,59nOXPmaKlBfGMDeOVGrIK,spotify:track:59nOXPmaKlBfGMDeOVGrIK,https://api.spotify.com/v1/tracks/59nOXPmaKlBfGMDeOVGrIK,https://api.spotify.com/v1/audio-analysis/59nOXPmaKlBfGMDeOVGrIK,189893,4,1
0.718,0.461,4,-7.676,0,0.0797,0.068,0.0,0.283,0.181,129.953,audio_features,0g2Bbgy7P41pFjMWJuzsf4,spotify:track:0g2Bbgy7P41pFjMWJuzsf4,https://api.spotify.com/v1/tracks/0g2Bbgy7P41pFjMWJuzsf4,https://api.spotify.com/v1/audio-analysis/0g2Bbgy7P41pFjMWJuzsf4,178176,4,1
0.853,0.495,6,-14.63,1,0.14,0.0917,0.000217,0.0844,0.0774,137.027,audio_features,4rmVZajAF7PkrCagGPHbqa,spotify:track:4rmVZajAF7PkrCagGPHbqa,https://api.spotify.com/v1/tracks/4rmVZajAF7PkrCagGPHbqa,https://api.spotify.com/v1/audio-analysis/4rmVZajAF7PkrCagGPHbqa,243228,4,1
0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,audio_features,1zi7xx7UVEFkmKfv06H8x0,spotify:track:1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0,173987,4,1
0.849,0.424,5,-9.579,0,0.324,0.0635,0.0,0.0834,0.153,145.887,audio_features,2BcMwX1MPV6ZHP4tUT9uq6,spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,https://api.spotify.com/v1/tracks/2BcMwX1MPV6ZHP4tUT9uq6,https://api.spotify.com/v1/audio-analysis/2BcMwX1MPV6ZHP4tUT9uq6,242966,4,1
0.499,0.671,4,-6.774,0,0.0561,0.114,0.0169,0.148,0.0557,124.994,audio_features,0oiv4E896TUTTeQU0cmIui,spotify:track:0oiv4E896TUTTeQU0cmIui,https://api.spotify.com/v1/tracks/0oiv4E896TUTTeQU0cmIui,https://api.spotify.com/v1/audio-analysis/0oiv4E896TUTTeQU0cmIui,336924,3,1
0.578,0.449,1,-6.349,1,0.286,0.0618,2.17e-06,0.119,0.1,136.006,audio_features,65OVbaJR5O1RmwOQx0875b,spotify:track:65OVbaJR5O1RmwOQx0875b,https://api.spotify.com/v1/tracks/65OVbaJR5O1RmwOQx0875b,https://api.spotify.com/v1/audio-analysis/65OVbaJR5O1RmwOQx0875b,192956,4,1
0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,audio_features,40iJIUlhi6renaREYGeIDS,spotify:track:40iJIUlhi6renaREYGeIDS,https://api.spotify.com/v1/tracks/40iJIUlhi6renaREYGeIDS,https://api.spotify.com/v1/audio-analysis/40iJIUlhi6renaREYGeIDS,291175,4,1
0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,audio_features,6DCZcSspjsKoFjzjrWoCdn,spotify:track:6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/tracks/6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/audio-analysis/6DCZcSspjsKoFjzjrWoCdn,198973,4,1
0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,audio_features,7eJMfftS33KTjuF7lTsMCx,spotify:track:7eJMfftS33KTjuF7lTsMCx,https://api.spotify.com/v1/tracks/7eJMfftS33KTjuF7lTsMCx,https://api.spotify.com/v1/audio-analysis/7eJMfftS33KTjuF7lTsMCx,173333,4,1
0.634,0.663,11,-6.818,1,0.0331,0.433,0.124,0.102,0.6,146.053,audio_features,41P6Tnd8KIHqON0QIydx6a,spotify:track:41P6Tnd8KIHqON0QIydx6a,https://api.spotify.com/v1/tracks/41P6Tnd8KIHqON0QIydx6a,https://api.spotify.com/v1/audio-analysis/41P6Tnd8KIHqON0QIydx6a,177533,4,1
0.63,0.418,7,-7.111,0,0.0254,0.483,0.15,0.111,0.345,140.037,audio_features,6F5mZpEEjhsAW8UEqbIpz1,spotify:track:6F5mZpEEjhsAW8UEqbIpz1,https://api.spotify.com/v1/tracks/6F5mZpEEjhsAW8UEqbIpz1,https://api.spotify.com/v1/audio-analysis/6F5mZpEEjhsAW8UEqbIpz1,199515,4,1
0.751,0.595,6,-6.422,0,0.0274,0.209,0.00268,0.0881,0.713,92.999,audio_features,12UQIJePnGeLmpVReYpG2w,spotify:track:12UQIJePnGeLmpVReYpG2w,https://api.spotify.com/v1/tracks/12UQIJePnGeLmpVReYpG2w,https://api.spotify.com/v1/audio-analysis/12UQIJePnGeLmpVReYpG2w,160493,4,1
0.532,0.137,9,-18.208,1,0.0717,0.982,0.962,0.112,0.301,118.734,audio_features,429NtPmr12aypzFH3FkN9l,spotify:track:429NtPmr12aypzFH3FkN9l,https://api.spotify.com/v1/tracks/429NtPmr12aypzFH3FkN9l,https://api.spotify.com/v1/audio-analysis/429NtPmr12aypzFH3FkN9l,126825,4,1
0.36,0.209,4,-10.293,1,0.0355,0.967,0.00326,0.153,0.227,199.95,audio_features,2sBKLT7bFa38yVAYxYltUX,spotify:track:2sBKLT7bFa38yVAYxYltUX,https://api.spotify.com/v1/tracks/2sBKLT7bFa38yVAYxYltUX,https://api.spotify.com/v1/audio-analysis/2sBKLT7bFa38yVAYxYltUX,234283,4,1
0.405,0.0854,0,-15.488,1,0.0336,0.968,0.0121,0.139,0.148,93.768,audio_features,3s9eWdn8IymCPvVLcKpjww,spotify:track:3s9eWdn8IymCPvVLcKpjww,https://api.spotify.com/v1/tracks/3s9eWdn8IymCPvVLcKpjww,https://api.spotify.com/v1/audio-analysis/3s9eWdn8IymCPvVLcKpjww,141040,4,1
0.666,0.527,9,-5.851,1,0.034,0.109,9.02e-05,0.132,0.37,115.979,audio_features,7I1kle4TNmkfednJDKo8GR,spotify:track:7I1kle4TNmkfednJDKo8GR,https://api.spotify.com/v1/tracks/7I1kle4TNmkfednJDKo8GR,https://api.spotify.com/v1/audio-analysis/7I1kle4TNmkfednJDKo8GR,223638,4,1
0.55,0.803,2,-3.608,1,0.0347,0.000561,0.000523,0.0266,0.877,130.015,audio_features,1NaDK3atogQEn9glK5fYuy,spotify:track:1NaDK3atogQEn9glK5fYuy,https://api.spotify.com/v1/tracks/1NaDK3atogQEn9glK5fYuy,https://api.spotify.com/v1/audio-analysis/1NaDK3atogQEn9glK5fYuy,164691,4,1
0.451,0.97,0,-4.858,1,0.0605,0.000372,0.105,0.222,0.532,113.39,audio_features,4tf04WrZTy60CawyvueIdK,spotify:track:4tf04WrZTy60CawyvueIdK,https://api.spotify.com/v1/tracks/4tf04WrZTy60CawyvueIdK,https://api.spotify.com/v1/audio-analysis/4tf04WrZTy60CawyvueIdK,158293,4,1
0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,audio_features,4Dvkj6JhhA12EX05fT7y2e,spotify:track:4Dvkj6JhhA12EX05fT7y2e,https://api.spotify.com/v1/tracks/4Dvkj6JhhA12EX05fT7y2e,https://api.spotify.com/v1/audio-analysis/4Dvkj6JhhA12EX05fT7y2e,167303,4,1
0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,audio_features,1qEmFfgcLObUfQm0j1W2CK,spotify:track:1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/tracks/1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/audio-analysis/1qEmFfgcLObUfQm0j1W2CK,177955,4,1
0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,174000,4,1
0.72,0.715,11,-4.652,1,0.04,0.258,0.0568,0.107,0.357,107.041,audio_features,5LYMamLv12UPbemOaTPyeV,spotify:track:5LYMamLv12UPbemOaTPyeV,https://api.spotify.com/v1/tracks/5LYMamLv12UPbemOaTPyeV,https://api.spotify.com/v1/audio-analysis/5LYMamLv12UPbemOaTPyeV,193813,4,1
0.507,0.294,2,-10.0,1,0.04,0.896,1.97e-05,0.0966,0.386,114.199,audio_features,6uvh0In7u1Xn4HgxOfAn8O,spotify:track:6uvh0In7u1Xn4HgxOfAn8O,https://api.spotify.com/v1/tracks/6uvh0In7u1Xn4HgxOfAn8O,https://api.spotify.com/v1/audio-analysis/6uvh0In7u1Xn4HgxOfAn8O,245964,4,1
0.686,0.445,0,-7.189,1,0.0398,0.484,0.00144,0.175,0.626,145.5,audio_features,51Zw1cKDgkad0CXv23HCMU,spotify:track:51Zw1cKDgkad0CXv23HCMU,https://api.spotify.com/v1/tracks/51Zw1cKDgkad0CXv23HCMU,https://api.spotify.com/v1/audio-analysis/51Zw1cKDgkad0CXv23HCMU,164533,3,1
0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,3jjujdWJ72nww5eGnfs2E7,spotify:track:3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/tracks/3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/audio-analysis/3jjujdWJ72nww5eGnfs2E7,207133,4,1
0.559,0.535,3,-7.723,1,0.039,0.719,0.000143,0.0954,0.402,141.96,audio_features,3i058E8uxTsYqJ5NWZzqSj,spotify:track:3i058E8uxTsYqJ5NWZzqSj,https://api.spotify.com/v1/tracks/3i058E8uxTsYqJ5NWZzqSj,https://api.spotify.com/v1/audio-analysis/3i058E8uxTsYqJ5NWZzqSj,202183,4,1
0.576,0.457,0,-6.473,1,0.0304,0.143,3.05e-05,0.0917,0.301,138.984,audio_features,0rzaRSujxA0bKyjJl6vHYq,spotify:track:0rzaRSujxA0bKyjJl6vHYq,https://api.spotify.com/v1/tracks/0rzaRSujxA0bKyjJl6vHYq,https://api.spotify.com/v1/audio-analysis/0rzaRSujxA0bKyjJl6vHYq,218577,4,1
0.555,0.536,7,-8.233,1,0.0452,0.669,0.0,0.0623,0.203,118.057,audio_features,1mw0RgNXIpYRyyCdBQbLgA,spotify:track:1mw0RgNXIpYRyyCdBQbLgA,https://api.spotify.com/v1/tracks/1mw0RgNXIpYRyyCdBQbLgA,https://api.spotify.com/v1/audio-analysis/1mw0RgNXIpYRyyCdBQbLgA,191638,4,1
0.663,0.522,1,-8.741,1,0.0374,0.392,5.41e-06,0.197,0.301,99.759,audio_features,61qxP4Vs5DVX0Ic4GnBklu,spotify:track:61qxP4Vs5DVX0Ic4GnBklu,https://api.spotify.com/v1/tracks/61qxP4Vs5DVX0Ic4GnBklu,https://api.spotify.com/v1/audio-analysis/61qxP4Vs5DVX0Ic4GnBklu,262520,4,1
0.538,0.774,5,-7.359,1,0.0484,0.0164,0.265,0.0685,0.249,127.107,audio_features,5jZoYp0P8ML7AxkS3tQz3j,spotify:track:5jZoYp0P8ML7AxkS3tQz3j,https://api.spotify.com/v1/tracks/5jZoYp0P8ML7AxkS3tQz3j,https://api.spotify.com/v1/audio-analysis/5jZoYp0P8ML7AxkS3tQz3j,265920,4,1
0.571,0.775,6,-7.83,1,0.0273,0.00278,0.59,0.182,0.515,99.902,audio_features,4WYVA9t70fpESE1mychdZL,spotify:track:4WYVA9t70fpESE1mychdZL,https://api.spotify.com/v1/tracks/4WYVA9t70fpESE1mychdZL,https://api.spotify.com/v1/audio-analysis/4WYVA9t70fpESE1mychdZL,239147,4,1
0.532,0.719,4,-5.16,1,0.0365,0.119,0.000577,0.373,0.517,110.949,audio_features,1kZpYFQHUKv4xHELaaUSqP,spotify:track:1kZpYFQHUKv4xHELaaUSqP,https://api.spotify.com/v1/tracks/1kZpYFQHUKv4xHELaaUSqP,https://api.spotify.com/v1/audio-analysis/1kZpYFQHUKv4xHELaaUSqP,263754,4,1
0.332,0.234,10,-11.823,1,0.0277,0.793,0.00375,0.187,0.256,93.992,audio_features,0Sg9bWEaPtDO2JE7qwcMvy,spotify:track:0Sg9bWEaPtDO2JE7qwcMvy,https://api.spotify.com/v1/tracks/0Sg9bWEaPtDO2JE7qwcMvy,https://api.spotify.com/v1/audio-analysis/0Sg9bWEaPtDO2JE7qwcMvy,178640,3,1
0.324,0.495,6,-10.625,1,0.0398,0.0171,0.487,0.143,0.0584,177.742,audio_features,74n118P9h9Sz2AwDSc3f8N,spotify:track:74n118P9h9Sz2AwDSc3f8N,https://api.spotify.com/v1/tracks/74n118P9h9Sz2AwDSc3f8N,https://api.spotify.com/v1/audio-analysis/74n118P9h9Sz2AwDSc3f8N,314080,4,1
0.61,0.514,1,-9.866,0,0.0293,0.134,0.681,0.106,0.395,80.965,audio_features,2WCCyU7CazujWXYOqNjsLW,spotify:track:2WCCyU7CazujWXYOqNjsLW,https://api.spotify.com/v1/tracks/2WCCyU7CazujWXYOqNjsLW,https://api.spotify.com/v1/audio-analysis/2WCCyU7CazujWXYOqNjsLW,232760,4,1
0.564,0.598,7,-8.374,1,0.0468,0.000247,0.19,0.083,0.372,120.171,audio_features,6zfI5bLVFhDzYUBHmMA7ni,spotify:track:6zfI5bLVFhDzYUBHmMA7ni,https://api.spotify.com/v1/tracks/6zfI5bLVFhDzYUBHmMA7ni,https://api.spotify.com/v1/audio-analysis/6zfI5bLVFhDzYUBHmMA7ni,206960,4,1
0.596,0.525,4,-6.994,1,0.0283,0.0631,0.0,0.348,0.469,120.064,audio_features,5th3rj1nW25bm5iSLiK3i9,spotify:track:5th3rj1nW25bm5iSLiK3i9,https://api.spotify.com/v1/tracks/5th3rj1nW25bm5iSLiK3i9,https://api.spotify.com/v1/audio-analysis/5th3rj1nW25bm5iSLiK3i9,283573,4,1
0.465,0.322,7,-10.47,1,0.0279,0.645,0.000226,0.0977,0.084,98.067,audio_features,4QORWVieqLfAYYdbAdScHL,spotify:track:4QORWVieqLfAYYdbAdScHL,https://api.spotify.com/v1/tracks/4QORWVieqLfAYYdbAdScHL,https://api.spotify.com/v1/audio-analysis/4QORWVieqLfAYYdbAdScHL,266093,4,1
0.285,0.875,11,-4.187,0,0.315,0.0977,0.0,0.223,0.646,168.151,audio_features,7L4AtavGZEEDkVw1E0mDYn,spotify:track:7L4AtavGZEEDkVw1E0mDYn,https://api.spotify.com/v1/tracks/7L4AtavGZEEDkVw1E0mDYn,https://api.spotify.com/v1/audio-analysis/7L4AtavGZEEDkVw1E0mDYn,206693,4,1
0.474,0.698,8,-5.541,0,0.277,0.069,0.0,0.179,0.729,102.289,audio_features,7w0YG5qn9w8LYA4tHpQe0o,spotify:track:7w0YG5qn9w8LYA4tHpQe0o,https://api.spotify.com/v1/tracks/7w0YG5qn9w8LYA4tHpQe0o,https://api.spotify.com/v1/audio-analysis/7w0YG5qn9w8LYA4tHpQe0o,199600,3,1
0.666,0.758,8,-5.087,1,0.237,0.178,0.0,0.0391,0.645,96.138,audio_features,1vup3vAmSmFLxSIzGOM38V,spotify:track:1vup3vAmSmFLxSIzGOM38V,https://api.spotify.com/v1/tracks/1vup3vAmSmFLxSIzGOM38V,https://api.spotify.com/v1/audio-analysis/1vup3vAmSmFLxSIzGOM38V,264984,3,1
0.687,0.648,3,-5.181,0,0.417,0.0963,0.0,0.22,0.493,184.125,audio_features,6zEPJJzojnfOrvfyuJiPtF,spotify:track:6zEPJJzojnfOrvfyuJiPtF,https://api.spotify.com/v1/tracks/6zEPJJzojnfOrvfyuJiPtF,https://api.spotify.com/v1/audio-analysis/6zEPJJzojnfOrvfyuJiPtF,197558,4,1
0.398,0.551,10,-11.852,0,0.202,0.0611,1.34e-05,0.117,0.327,83.1,audio_features,4XoN5kQ4eIRPwCqMQ3U6iN,spotify:track:4XoN5kQ4eIRPwCqMQ3U6iN,https://api.spotify.com/v1/tracks/4XoN5kQ4eIRPwCqMQ3U6iN,https://api.spotify.com/v1/audio-analysis/4XoN5kQ4eIRPwCqMQ3U6iN,303806,1,1
0.63,0.449,6,-8.549,0,0.252,0.814,0.575,0.106,0.0738,158.861,audio_features,6U8wLl0pMsgS1Lcql3nQjH,spotify:track:6U8wLl0pMsgS1Lcql3nQjH,https://api.spotify.com/v1/tracks/6U8wLl0pMsgS1Lcql3nQjH,https://api.spotify.com/v1/audio-analysis/6U8wLl0pMsgS1Lcql3nQjH,401933,4,1
0.596,0.76,8,-5.895,1,0.276,0.0687,0.0,0.135,0.384,150.192,audio_features,6A3hUBzQ0k6chtNJlGxDQn,spotify:track:6A3hUBzQ0k6chtNJlGxDQn,https://api.spotify.com/v1/tracks/6A3hUBzQ0k6chtNJlGxDQn,https://api.spotify.com/v1/audio-analysis/6A3hUBzQ0k6chtNJlGxDQn,256253,4,1
0.492,0.744,0,-9.371,1,0.359,0.248,9.42e-06,0.236,0.533,110.142,audio_features,2gLco6poLosipqughuI7Rt,spotify:track:2gLco6poLosipqughuI7Rt,https://api.spotify.com/v1/tracks/2gLco6poLosipqughuI7Rt,https://api.spotify.com/v1/audio-analysis/2gLco6poLosipqughuI7Rt,160062,3,1
0.304,0.729,4,-12.562,0,0.159,0.267,0.0125,0.109,0.227,124.165,audio_features,5s0oWj51ttqiINWWJynNPz,spotify:track:5s0oWj51ttqiINWWJynNPz,https://api.spotify.com/v1/tracks/5s0oWj51ttqiINWWJynNPz,https://api.spotify.com/v1/audio-analysis/5s0oWj51ttqiINWWJynNPz,374391,4,1
0.44,0.807,0,-6.567,1,0.321,0.394,0.0,0.146,0.638,75.994,audio_features,1ICKC4Vfudq4olci6pXRHR,spotify:track:1ICKC4Vfudq4olci6pXRHR,https://api.spotify.com/v1/tracks/1ICKC4Vfudq4olci6pXRHR,https://api.spotify.com/v1/audio-analysis/1ICKC4Vfudq4olci6pXRHR,231520,4,1
0.487,0.509,0,-9.051,1,0.0241,0.58,0.00878,0.115,0.2,94.017,audio_features,74uoN2UfgdUAzwVeFaRUE2,spotify:track:74uoN2UfgdUAzwVeFaRUE2,https://api.spotify.com/v1/tracks/74uoN2UfgdUAzwVeFaRUE2,https://api.spotify.com/v1/audio-analysis/74uoN2UfgdUAzwVeFaRUE2,206465,4,1
0.605,0.299,6,-11.192,0,0.0264,0.751,0.474,0.0943,0.181,109.008,audio_features,21JL0gpeAYgbSUmzhgSPJz,spotify:track:21JL0gpeAYgbSUmzhgSPJz,https://api.spotify.com/v1/tracks/21JL0gpeAYgbSUmzhgSPJz,https://api.spotify.com/v1/audio-analysis/21JL0gpeAYgbSUmzhgSPJz,212467,4,1
0.543,0.507,10,-8.119,1,0.0269,0.374,0.0343,0.11,0.193,100.13,audio_features,03h0ioes0mfaZIeAO1fV5o,spotify:track:03h0ioes0mfaZIeAO1fV5o,https://api.spotify.com/v1/tracks/03h0ioes0mfaZIeAO1fV5o,https://api.spotify.com/v1/audio-analysis/03h0ioes0mfaZIeAO1fV5o,192071,4,1
0.417,0.361,2,-7.59,1,0.0301,0.0204,0.00167,0.0999,0.285,62.532,audio_features,7blNhlXimy77PduXyWtmcI,spotify:track:7blNhlXimy77PduXyWtmcI,https://api.spotify.com/v1/tracks/7blNhlXimy77PduXyWtmcI,https://api.spotify.com/v1/audio-analysis/7blNhlXimy77PduXyWtmcI,251470,3,1
0.393,0.104,0,-12.154,1,0.0339,0.908,0.0,0.389,0.214,117.851,audio_features,2HbDLvUR0SA1o9BDMAqqNM,spotify:track:2HbDLvUR0SA1o9BDMAqqNM,https://api.spotify.com/v1/tracks/2HbDLvUR0SA1o9BDMAqqNM,https://api.spotify.com/v1/audio-analysis/2HbDLvUR0SA1o9BDMAqqNM,215690,3,1
0.342,0.365,7,-9.32,1,0.027,0.514,5.45e-05,0.0945,0.191,166.013,audio_features,2yIfFEE5GMtK5XqMz2704V,spotify:track:2yIfFEE5GMtK5XqMz2704V,https://api.spotify.com/v1/tracks/2yIfFEE5GMtK5XqMz2704V,https://api.spotify.com/v1/audio-analysis/2yIfFEE5GMtK5XqMz2704V,240983,4,1
0.471,0.243,2,-10.592,1,0.0299,0.89,0.000963,0.109,0.233,111.469,audio_features,2kNwTOVdZGCGROgAzjD1J0,spotify:track:2kNwTOVdZGCGROgAzjD1J0,https://api.spotify.com/v1/tracks/2kNwTOVdZGCGROgAzjD1J0,https://api.spotify.com/v1/audio-analysis/2kNwTOVdZGCGROgAzjD1J0,293267,3,1
0.185,0.264,2,-9.29,0,0.0333,0.94,3.13e-05,0.0871,0.0576,72.902,audio_features,3jt1ZVIuluGkV0sWWLSUzw,spotify:track:3jt1ZVIuluGkV0sWWLSUzw,https://api.spotify.com/v1/tracks/3jt1ZVIuluGkV0sWWLSUzw,https://api.spotify.com/v1/audio-analysis/3jt1ZVIuluGkV0sWWLSUzw,273467,4,1
0.493,0.473,4,-8.485,1,0.0312,0.715,0.0,0.119,0.204,88.304,audio_features,0XGZAOVm4d9e1UHykZATeK,spotify:track:0XGZAOVm4d9e1UHykZATeK,https://api.spotify.com/v1/tracks/0XGZAOVm4d9e1UHykZATeK,https://api.spotify.com/v1/audio-analysis/0XGZAOVm4d9e1UHykZATeK,204933,4,1
0.4,0.628,4,-6.801,1,0.034,0.169,0.00126,0.129,0.399,155.757,audio_features,5M7jnmPrtHgL5H4fTewJch,spotify:track:5M7jnmPrtHgL5H4fTewJch,https://api.spotify.com/v1/tracks/5M7jnmPrtHgL5H4fTewJch,https://api.spotify.com/v1/audio-analysis/5M7jnmPrtHgL5H4fTewJch,174773,3,1
0.58,0.696,7,-10.91,1,0.0408,0.66,0.852,0.145,0.721,93.688,audio_features,2lDODk7inZnmUHbIjUnIwP,spotify:track:2lDODk7inZnmUHbIjUnIwP,https://api.spotify.com/v1/tracks/2lDODk7inZnmUHbIjUnIwP,https://api.spotify.com/v1/audio-analysis/2lDODk7inZnmUHbIjUnIwP,111787,4,1
0.591,0.376,11,-10.832,0,0.0543,0.478,0.0282,0.101,0.308,140.026,audio_features,1IqF5PUDUnaykHLs0RWbDO,spotify:track:1IqF5PUDUnaykHLs0RWbDO,https://api.spotify.com/v1/tracks/1IqF5PUDUnaykHLs0RWbDO,https://api.spotify.com/v1/audio-analysis/1IqF5PUDUnaykHLs0RWbDO,273864,4,1
0.488,0.528,0,-5.952,0,0.0298,0.457,0.000792,0.108,0.438,79.765,audio_features,4jmLj7bALZTQoe93dT623W,spotify:track:4jmLj7bALZTQoe93dT623W,https://api.spotify.com/v1/tracks/4jmLj7bALZTQoe93dT623W,https://api.spotify.com/v1/audio-analysis/4jmLj7bALZTQoe93dT623W,247055,4,1
